,Recording,Accuracy(%),EER(%),Speech Percentage,Mislabelled Silence(%)
0,AudioBand4b.wav,93.5233808452113,18.71240743539368,83.04576144036008,58.301158301158296
1,AudioBand4g.wav,87.78129688281379,14.763850302336984,75.29588264710785,31.105047748976805
2,AudioBand4f.wav,86.96550048590865,19.460410948027494,84.2687074829932,25.815470643056848
3,AudioBand4e.wav,92.23,17.196764072363262,90.57,23.552123552123554
4,AudioBand5a.wav,92.44874145690949,13.909582878906928,84.93082180363393,30.242825607064017
5,AudioBand6a.wav,91.06517752958825,13.896606453916185,69.81163527254543,51.11940298507462
6,AudioBand1b.wav,90.0380076015203,15.274362103947603,72.55451090218044,45.98393574297189
7,AudioBand4a.wav,89.26487747957992,26.368840536563372,87.51458576429405,38.50931677018634
